ts,symbol,side,entry,tp,sl,exit,result,pnl,balance
2024-01-25 00:30:00+00:00,BTC/USDT,SELL,40142.8,39493.3,40560.6,40560.6,SL,-4676978727.278145,3117985818.1854305
2024-01-25 00:45:00+00:00,BTC/USDT,SELL,40160.4,39493.3,40560.6,40560.6,SL,-1870791490.9112585,1247194327.274172
2024-01-25 01:00:00+00:00,BTC/USDT,SELL,40095.4,39493.3,40560.6,40560.6,SL,-748316596.3645031,498877730.9096689
2024-01-25 01:15:00+00:00,BTC/USDT,SELL,40079.8,39493.3,40560.6,40560.6,SL,-299326638.54580134,199551092.36386758
2024-01-25 01:30:00+00:00,BTC/USDT,SELL,40038.1,39493.3,40560.6,40560.6,SL,-119730655.41832055,79820436.94554703
2024-01-25 01:45:00+00:00,BTC/USDT,SELL,39975.6,39493.3,40560.6,40560.6,SL,-47892262.16732822,31928174.778218806
2024-01-25 02:00:00+00:00,BTC/USDT,SELL,40002.5,39493.3,40560.6,40560.6,SL,-19156904.866931282,12771269.911287524
2024-01-25 02:15:00+00:00,BTC/USDT,SELL,40014.0,39493.3,40560.6,40560.6,SL,-7662761.946772515,5108507.964515009
2024-01-25 02:30:00+00:00,BTC/USDT,SELL,40000.0,39493.3,40560.6,40560.6,SL,-3065104.7787090056,2043403.1858060034
2024-01-25 03:00:00+00:00,BTC/USDT,SELL,39991.6,39493.3,40560.6,40560.6,SL,-1226041.9114836021,817361.2743224013
2024-01-25 03:15:00+00:00,BTC/USDT,SELL,40055.7,39493.3,40560.6,40560.6,SL,-490416.76459344075,326944.5097289605
2024-01-25 03:30:00+00:00,BTC/USDT,SELL,40047.6,39493.3,40560.6,40560.6,SL,-196166.7058373763,130777.80389158422
2024-01-25 03:45:00+00:00,BTC/USDT,SELL,40002.8,39493.3,40560.6,40560.6,SL,-78466.68233495053,52311.12155663369
2024-01-25 04:15:00+00:00,BTC/USDT,SELL,39972.1,39493.3,40560.6,40560.6,SL,-31386.672933980215,20924.448622653475
2024-01-25 06:30:00+00:00,BTC/USDT,SELL,39984.8,39493.3,40287.8,40287.8,SL,-12554.669173592085,8369.77944906139
2024-01-25 06:45:00+00:00,BTC/USDT,SELL,40028.0,39493.3,40287.8,40287.8,SL,-5021.867669436834,3347.9117796245564
2024-01-25 07:00:00+00:00,BTC/USDT,SELL,39989.5,39493.3,40287.8,40287.8,SL,-2008.747067774734,1339.1647118498224
2024-01-25 07:15:00+00:00,BTC/USDT,SELL,40087.4,39493.3,40287.8,40287.8,SL,-803.4988271098935,535.665884739929
2024-01-25 07:30:00+00:00,BTC/USDT,SELL,40052.6,39493.3,40287.8,40287.8,SL,-321.3995308439574,214.26635389597158
2024-01-25 07:45:00+00:00,BTC/USDT,SELL,40119.6,39493.3,40287.8,40287.8,SL,-128.55981233758294,85.70654155838864
2024-01-25 08:00:00+00:00,BTC/USDT,SELL,40122.0,39493.3,40224.4,40224.4,SL,-51.42392493503318,34.28261662335546
2024-01-25 08:15:00+00:00,BTC/USDT,SELL,40075.1,39493.3,40224.4,40224.4,SL,-20.569569974013277,13.713046649342182
2024-01-25 08:30:00+00:00,BTC/USDT,SELL,40056.5,39493.3,40224.4,40224.4,SL,-8.227827989605311,5.485218659736871
2024-01-25 08:45:00+00:00,BTC/USDT,SELL,40069.3,39493.3,40224.4,40224.4,SL,-3.2911311958421225,2.1940874638947485
2024-01-25 09:00:00+00:00,BTC/USDT,SELL,40094.8,39493.3,40224.4,40224.4,SL,-1.316452478336849,0.8776349855578995
2024-01-25 09:15:00+00:00,BTC/USDT,SELL,40062.0,39493.3,40224.4,40224.4,SL,-0.5265809913347398,0.35105399422315975
2024-01-25 09:30:00+00:00,BTC/USDT,SELL,40080.3,39493.3,40224.4,40224.4,SL,-0.21063239653389584,0.1404215976892639
2024-01-25 09:45:00+00:00,BTC/USDT,SELL,40023.4,39493.3,40224.4,40224.4,SL,-0.08425295861355835,0.05616863907570556
2024-01-25 10:00:00+00:00,BTC/USDT,SELL,40003.5,39493.3,40300.0,40300.0,SL,-0.03370118344542333,0.022467455630282226
2024-01-25 10:15:00+00:00,BTC/USDT,SELL,39999.8,39493.3,40300.0,40300.0,SL,-0.013480473378169336,0.00898698225211289
2024-01-25 10:30:00+00:00,BTC/USDT,SELL,40068.2,39493.3,40300.0,40300.0,SL,-0.005392189351267734,0.0035947929008451566
2024-01-25 10:45:00+00:00,BTC/USDT,SELL,40103.3,39493.3,40300.0,40300.0,SL,-0.002156875740507094,0.0014379171603380626
2024-01-25 11:00:00+00:00,BTC/USDT,SELL,40204.9,39493.3,40300.0,40300.0,SL,-0.0008627502962028376,0.0005751668641352251
2024-01-25 11:15:00+00:00,BTC/USDT,SELL,40270.0,39493.3,40300.0,40300.0,SL,-0.00034510011848113504,0.00023006674565409003
2024-01-25 11:30:00+00:00,BTC/USDT,SELL,40224.9,39493.3,40300.0,40300.0,SL,-0.00013804004739245403,9.2026698261636e-05
2024-01-25 11:45:00+00:00,BTC/USDT,SELL,40165.5,39493.3,40300.0,40300.0,SL,-5.52160189569816e-05,3.68106793046544e-05
2024-01-25 12:00:00+00:00,BTC/USDT,SELL,40119.2,39493.3,40300.0,40300.0,SL,-2.208640758279264e-05,1.472427172186176e-05
2024-01-25 12:15:00+00:00,BTC/USDT,SELL,39999.2,39493.3,40300.0,40300.0,SL,-8.834563033117058e-06,5.889708688744703e-06
2024-01-25 14:45:00+00:00,BTC/USDT,SELL,40000.0,39493.3,40300.0,40300.0,SL,-3.533825213246822e-06,2.355883475497881e-06
2024-01-25 19:45:00+00:00,BTC/USDT,SELL,39982.9,39535.3,40300.0,40300.0,SL,-1.4135300852987285e-06,9.423533901991525e-07
2024-01-25 23:00:00+00:00,BTC/USDT,SELL,39965.1,39535.3,40300.0,40300.0,SL,-5.654120341194914e-07,3.7694135607966105e-07
2024-01-25 23:45:00+00:00,BTC/USDT,SELL,39953.3,39535.3,40300.0,40300.0,SL,-2.261648136477966e-07,1.5077654243186444e-07
