date,entry_time,direction,entry,sl,tp,exit_price,result,position_size,pnl_usd,account_balance
2025-01-01,2025-01-01 14:00:00+00:00,long,190.88,189.87993,193.88020999999998,189.87993,loss,39.99720019598653,-40.0,1960.0
2025-01-02,2025-01-02 14:00:00+00:00,short,206.84,208.45824999999996,201.98525000000012,208.45824999999996,loss,24.223698439673075,-39.2,1920.8
2025-01-03,2025-01-03 14:00:00+00:00,short,213.06,213.38316999999995,212.09049000000016,213.38316999999995,loss,118.87242008851752,-38.416,1882.384
2025-01-04,2025-01-04 14:00:00+00:00,long,216.57,216.19359,217.69922999999997,216.19359,loss,100.01774660609634,-37.64768,1844.73632
2025-01-05,2025-01-05 14:00:00+00:00,long,213.09,211.90788,216.63636,211.90788,loss,31.210643927858488,-36.8947264,1807.8415936
2025-01-07,2025-01-07 14:00:00+00:00,long,213.94,213.51627,215.21119000000002,213.51627,loss,85.32988429424273,-36.156831872,1771.684761728
2025-01-08,2025-01-08 14:00:00+00:00,long,197.49,196.79301,199.58097,196.79301,loss,50.83816874640959,-35.43369523456,1736.25106649344
2025-01-09,2025-01-09 14:00:00+00:00,long,185.21,185.01479999999998,185.7956000000001,185.7956000000001,win,177.8945764849579,104.17506398960641,1840.4261304830463
2025-01-10,2025-01-10 14:00:00+00:00,short,186.86,187.11693,186.08921000000007,186.08921000000007,win,143.26284439210443,110.42556782898278,1950.8516983120292
2025-01-11,2025-01-11 14:00:00+00:00,long,186.31,186.02379000000002,187.16862999999995,186.02379000000002,loss,136.32309830628884,-39.017033966240575,1911.8346643457885
2025-01-12,2025-01-12 14:00:00+00:00,long,187.94,187.52229,189.19313,189.19313,win,91.53885060667882,114.71007986074731,2026.5447442065358
2025-01-13,2025-01-13 14:00:00+00:00,long,175.56,174.58524,178.48428,174.58524,loss,41.580383770497946,-40.53089488413072,1986.0138493224051
2025-01-14,2025-01-14 14:00:00+00:00,short,187.86,188.24805999999998,186.6958200000001,188.24805999999998,loss,102.35601965276359,-39.720276986448106,1946.293572335957
2025-01-16,2025-01-16 14:00:00+00:00,long,208.7,208.31148000000002,209.8655599999999,209.8655599999999,win,100.19013550582213,116.77761434015743,2063.0711866761144
2025-01-17,2025-01-17 14:00:00+00:00,short,220.74,221.03080999999997,219.86757000000011,221.03080999999997,loss,141.88447348278004,-41.261423733522285,2021.8097629425922
2025-01-18,2025-01-18 14:00:00+00:00,short,240.92,241.40115999999998,239.47652000000002,241.40115999999998,loss,84.03897925607451,-40.436195258851846,1981.3735676837405
2025-01-19,2025-01-19 14:00:00+00:00,short,283.33,285.8856,275.6631999999999,275.6631999999999,win,15.506132162182814,118.88241406102443,2100.255981744765
2025-01-20,2025-01-20 14:00:00+00:00,short,255.88,257.93768,249.70695999999998,257.93768,loss,20.41382510151977,-42.0051196348953,2058.2508621098696
2025-01-21,2025-01-21 14:00:00+00:00,long,240.72,239.76998999999998,243.57003000000006,239.76998999999998,loss,43.33114097977549,-41.16501724219739,2017.0858448676722
2025-01-22,2025-01-22 14:00:00+00:00,short,258.71,261.46119999999996,250.45640000000003,261.46119999999996,loss,14.663316697206199,-40.34171689735344,1976.7441279703187
2025-01-23,2025-01-23 14:00:00+00:00,long,246.26,245.70405,247.92784999999998,245.70405,loss,71.11229887473097,-39.53488255940638,1937.2092454109122
2025-01-24,2025-01-24 14:00:00+00:00,short,267.69,268.15788999999995,266.28633000000013,266.28633000000013,win,82.8061828810661,116.23255472465473,2053.441800135567
2025-01-25,2025-01-25 14:00:00+00:00,long,249.42,248.9508,250.8276,248.9508,loss,87.52948849682711,-41.06883600271134,2012.3729641328557
2025-01-26,2025-01-26 14:00:00+00:00,long,254.56,254.27547,255.41358999999997,254.27547,loss,141.45242780254665,-40.24745928265712,1972.1255048501987
2025-01-27,2025-01-27 14:00:00+00:00,long,230.95,230.27948999999998,232.96153,230.27948999999998,loss,58.82464108962364,-39.442510097003975,1932.6829947531946
2025-01-28,2025-01-28 14:00:00+00:00,short,235.59,236.85662,231.79014000000004,236.85662,loss,30.517171602425535,-38.653659895063896,1894.0293348581308
2025-01-29,2025-01-29 14:00:00+00:00,short,227.36,228.01778999999996,225.38663000000017,228.01778999999996,loss,57.5876597351215,-37.88058669716262,1856.1487481609681
2025-01-30,2025-01-30 14:00:00+00:00,short,239.78,241.38113999999996,234.97658000000013,241.38113999999996,loss,23.185339797407053,-37.12297496321936,1819.0257731977488
